case_no,date_opened,subtype,date_closed,assigned_to,site_address,parcel_no,owner,resident,status,violation_description
RENT2002-016,2020-02-06,VIOLATIONS,,JENNIFER FERRACANE,22 JULIANA CIR E,,,,,
RENT2002-004,2020-02-04,VIOLATIONS,2020-05-19,MARY EMRICK,507 BURNSIDE ST**,020600009011800,,,CLOSED,ROOF ON SHED
RENT2002-014,2020-02-06,VIOLATIONS,,ADAM KNIGHT,50-F IRONSTONE COURT,,,,,Rental Inspection
RENT2002-014,2020-02-06,VIOLATIONS,,ADAM KNIGHT,50-F IRONSTONE COURT,,,,,Rental Inspection
RENT2002-022,2020-02-11,VIOLATIONS,2020-02-18,MARY EMRICK,1413 TYLER AVE,020600000142124,,,CLOSED,CHECK UNIT FOR POSSIBLE MOLD
RENT2002-012,2020-02-06,VIOLATIONS,2020-08-12,ADAM KNIGHT,1220-W GEMINI DR,020680309157407,,,CLOSED,Rental Inspection
RENT2002-010,2020-02-05,VIOLATIONS,,,910 PRESIDENT ST,,,,,MULTIPLE VIOLATIONS & MULTIPLE BUIDLINGS
RENT2002-010,2020-02-05,VIOLATIONS,,,910 PRESIDENT ST,,,,,MULTIPLE VIOLATIONS & MULTIPLE BUIDLINGS
RENT2002-009,2020-02-05,FAILURE TO OBTAIN,,MARY EMRICK,214 DUKE OF GLOUCESTER ST,,,,,FAILURE TO OBTAIN RENTAL LICENSE
RENT2002-009,2020-02-05,FAILURE TO OBTAIN,,MARY EMRICK,214 DUKE OF GLOUCESTER ST,,,,,FAILURE TO OBTAIN RENTAL LICENSE
RENT2002-008,2020-02-05,VIOLATIONS,2020-07-23,MARY EMRICK,810 CHESAPEAKE AVE,020600006956600,,,CLOSED,MULTIPLE VIOLATIONS
RENT2002-007,2020-02-05,VIOLATIONS,2020-06-08,ADAM KNIGHT,23 BOXWOOD RD,020682901876100,,,CLOSED,Rental Inspection
RENT2004-012,2020-04-28,FAILURE TO OBTAIN,2020-08-12,ADAM KNIGHT,1979 FAIRFAX RD,020600008773800,,,CLOSED,RENTAL
RENT2004-019,2020-04-28,FAILURE TO OBTAIN,2020-05-11,MARY EMRICK,198 S CHERRY GROVE AVE,020600001285250,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT2004-018,2020-04-28,FAILURE TO OBTAIN,2020-06-01,MARY EMRICK,239 PRINCE GEORGE ST,020600006710208,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT2004-017,2020-04-28,FAILURE TO OBTAIN,2020-07-08,MARY EMRICK,1102 BAY RIDGE AVE,020600007980000,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT2004-016,2020-04-28,FAILURE TO OBTAIN,,ADAM KNIGHT,500 GIDDINGS AVE,,,,,RENTAL
RENT2004-016,2020-04-28,FAILURE TO OBTAIN,,ADAM KNIGHT,500 GIDDINGS AVE,,,,,RENTAL
RENT2004-015,2020-04-28,FAILURE TO OBTAIN,2020-05-26,MARY EMRICK,92 CHARLES ST,020600004800904,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT2003-013,2020-03-04,VIOLATIONS,2020-03-31,ADAM KNIGHT,60-D AMBERSTONE CT,020601890099886,,,CLOSED,Rental Inspection
RENT2004-013,2020-04-28,FAILURE TO OBTAIN,2020-06-01,MARY EMRICK,18 CHELSEA CT,020640590057860,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT2004-022,2020-04-28,FAILURE TO OBTAIN,2020-07-08,MARY EMRICK,707 WARREN DR,020628007582500,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT2004-011,2020-04-28,FAILURE TO OBTAIN,2020-05-04,MARY EMRICK,1922 VINCENT ST,020600090222588,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT2004-010,2020-04-28,FAILURE TO OBTAIN,2020-07-08,MARY EMRICK,409 CHESTER AVE,020600008187200,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT2004-009,2020-04-28,FAILURE TO OBTAIN,,ADAM KNIGHT,985 AWALD RD,,,,,RENTAL
RENT2004-009,2020-04-28,FAILURE TO OBTAIN,,ADAM KNIGHT,985 AWALD RD,,,,,RENTAL
RENT2004-008,2020-04-28,FAILURE TO OBTAIN,2020-07-08,MARY EMRICK,822 CHESAPEAKE AVE,020600003683500,,,CLOSED,FAILURE TO OBTAIN
RENT2004-007,2020-04-28,FAILURE TO OBTAIN,2020-08-12,ADAM KNIGHT,74 CONDUIT ST,020600006143200,,,CLOSED,RENTAL
RENT2004-006,2020-04-28,FAILURE TO OBTAIN,,ADAM KNIGHT,17 PINKNEY ST,,,,,RENTAL
RENT2004-006,2020-04-28,FAILURE TO OBTAIN,,ADAM KNIGHT,17 PINKNEY ST,,,,,RENTAL
RENT2004-014,2020-04-28,FAILURE TO OBTAIN,2020-07-08,MARY EMRICK,5 COLLEGE AVE,020600003824805,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT2004-028,2020-04-28,FAILURE TO OBTAIN,2020-06-01,MARY EMRICK,318 LOCUST AVE,020600005527200,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT1809-056,2018-09-28,FAILURE TO OBTAIN,2018-11-19,MARY EMRICK,507 BURNSIDE ST,020600009011800,,,CLOSED,FAILURE TO OBTAIN RENTAL OPERATING LICENSE
RENT2004-035,2020-04-28,FAILURE TO OBTAIN,2020-05-07,MARY EMRICK,1104 BOUCHER AVE,020600008918005,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT2004-034,2020-04-28,FAILURE TO OBTAIN,2020-07-08,MARY EMRICK,820 BOUCHER AVE,020600009032800,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT2004-033,2020-04-28,FAILURE TO OBTAIN,2020-07-08,MARY EMRICK,523 SIXTH ST,020600090020938,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT2004-032,2020-04-28,FAILURE TO OBTAIN,2020-05-11,MARY EMRICK,107 CHESAPEAKE AVE,020600007352800,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT2004-031,2020-04-28,FAILURE TO OBTAIN,2020-05-26,MARY EMRICK,527 SECOND ST,020600006365825,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT2004-020,2020-04-28,FAILURE TO OBTAIN,2020-07-08,MARY EMRICK,1103 CEDAR PARK RD,020600090225317,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT2004-029,2020-04-28,FAILURE TO OBTAIN,2020-07-08,MARY EMRICK,27 JEREMYS WAY,020649790007566,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT2004-021,2020-04-28,FAILURE TO OBTAIN,2020-07-08,MARY EMRICK,49 SILOPANNA RD,020682903738050,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT2004-027,2020-04-28,FAILURE TO OBTAIN,2020-07-08,MARY EMRICK,307 PRESIDENT PL,020600001950000,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT2004-026,2020-04-28,FAILURE TO OBTAIN,2020-05-11,MARY EMRICK,736 WARREN DR,020628002000603,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT2004-025,2020-04-28,FAILURE TO OBTAIN,2020-07-08,MARY EMRICK,139 GIBSON RD,020601009224600,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT2004-024,2020-04-28,FAILURE TO OBTAIN,2020-07-08,MARY EMRICK,1603 WEST ST,020655102249800,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT2004-023,2020-04-28,FAILURE TO OBTAIN,2020-06-01,MARY EMRICK,615 S CHERRY GROVE AVE,020695690235484,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT2004-003,2020-04-28,FAILURE TO OBTAIN,2020-05-11,ADAM KNIGHT,710 CHESAPEAKE AVE,020600005749800,,,CLOSED,Rental
RENT2004-030,2020-04-28,FAILURE TO OBTAIN,2020-07-08,MARY EMRICK,505 FIRST ST,020600002721625,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT2004-005,2020-04-28,FAILURE TO OBTAIN,2020-08-12,ADAM KNIGHT,219 KING GEORGE ST,020600001927800,,,CLOSED,RENTAL
RENT2003-028,2020-03-10,VIOLATIONS,2020-08-11,MARY EMRICK,1038 CEDAR RIDGE COURT,020610501272736,,,CLOSED,SMOKE DETECTORS THROUGHOUT
RENT2003-027,2020-03-10,VIOLATIONS,2020-08-05,MARY EMRICK,1000 MADISON STREET,020600003864010,,,CLOSED,MULTIPLE VIOLATIONS & UNITS
RENT2003-026,2020-03-10,VIOLATIONS,,MARY EMRICK,210 BERTINA A NICK WAY,,,,,MULTIPLE VIOLATIONS & UNITS
RENT2003-026,2020-03-10,VIOLATIONS,,MARY EMRICK,210 BERTINA A NICK WAY,,,,,MULTIPLE VIOLATIONS & UNITS
RENT2003-025,2020-03-10,VIOLATIONS,,MARY EMRICK,157 OBERY CT,,,,,MULTIPLE VIOLATIONS & UNITS
RENT2003-025,2020-03-10,VIOLATIONS,,MARY EMRICK,157 OBERY CT,,,,,MULTIPLE VIOLATIONS & UNITS
RENT2003-031,2020-03-11,VIOLATIONS,2020-07-23,MARY EMRICK,607 CREEK VIEW AVE**,020600001387103,,,CLOSED,EXTRA BED & DEADBOLT
RENT2003-032,2020-03-12,VIOLATIONS,,JENNIFER FERRACANE,187 BERTINA NICK WAY,,,,,
RENT2003-019,2020-03-05,VIOLATIONS,,JEANNETTE ROEDER,43 HERITAGE CT,,,,,EXTERIOR STORM DOOR
RENT2003-019,2020-03-05,VIOLATIONS,,JEANNETTE ROEDER,43 HERITAGE CT,,,,,EXTERIOR STORM DOOR
RENT2003-018,2020-03-05,VIOLATIONS,,JEANNETTE ROEDER,63 TOWN PINES COURT,,,,,"SUBFLOOR, CEILING"
RENT2003-018,2020-03-05,VIOLATIONS,,JEANNETTE ROEDER,63 TOWN PINES COURT,,,,,"SUBFLOOR, CEILING"
RENT2003-017,2020-03-05,VIOLATIONS,2020-07-16,ADAM KNIGHT,215-D VICTOR PARKWAY,020621290018148,,,CLOSED,Rental Inspection
RENT2003-016,2020-03-05,VIOLATIONS,,ADAM KNIGHT,8 VICTOR PARKWAY**,,,,,Rental Inspection
RENT2003-016,2020-03-05,VIOLATIONS,,ADAM KNIGHT,8 VICTOR PARKWAY**,,,,,Rental Inspection
RENT2003-040,2020-03-18,FAILURE TO OBTAIN,2020-06-04,MARY EMRICK,134 PRINCE GEORGE ST,020600008389100,,,CLOSED,FAILURE TO OBTAIN RENTAL OPERATING LICENSE
RENT2001-026,2020-01-24,VIOLATIONS,2020-03-02,MARY EMRICK,931-933 EDGEWOOD RD,020600090027411,,,CLOSED,COMBINATION SMOKE/CO DETECTORS
RENT2004-002,2020-04-28,FAILURE TO OBTAIN,2020-05-04,ADAM KNIGHT,86 MARKET ST,020600001856700,,,CLOSED,Rental
RENT2004-001,2020-04-09,VIOLATIONS,2020-04-16,MARY EMRICK,1315 MCKINLEY ST,020611200726650,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT2003-045,2020-03-23,VIOLATIONS,2020-05-26,MARY EMRICK,1905 LINCOLN DR,020625706395900,,RESIDENT,CLOSED,UNTAGGED VEHICLE IN DRIVEWAY
RENT2003-030,2020-03-11,VIOLATIONS,,MARY EMRICK,1437 TYLER AVE,,,,,MULTIPLE VIOLATIONS
RENT2003-030,2020-03-11,VIOLATIONS,,MARY EMRICK,1437 TYLER AVE,,,,,MULTIPLE VIOLATIONS
RENT2003-041,2020-03-19,FAILURE TO OBTAIN,2020-04-24,MARY EMRICK,1313 WEST ST,020600002802105,,,CLOSED,FAILURE TO OBTAIN RENTAL OPERATING LICENSE
RENT2004-004,2020-04-28,FAILURE TO OBTAIN,2020-05-04,ADAM KNIGHT,400 TAYLOR AVE,020600005107100,,,CLOSED,RENTAL
RENT2003-039,2020-03-17,FAILURE TO OBTAIN,,MARY EMRICK,53 TOWN PINES CT,,,,,FAILURE TO OBTAIN RENTAL LICENSE & BATS
RENT2003-039,2020-03-17,FAILURE TO OBTAIN,,MARY EMRICK,53 TOWN PINES CT,,,,,FAILURE TO OBTAIN RENTAL LICENSE & BATS
RENT2003-037,2020-03-16,VIOLATIONS,,MARY EMRICK,1431 TYLER AVE,,,,,"MICROBIAL GROWTH,"
RENT2003-037,2020-03-16,VIOLATIONS,,MARY EMRICK,1431 TYLER AVE,,,,,"MICROBIAL GROWTH,"
RENT2003-036,2020-03-16,VIOLATIONS,2020-07-23,MARY EMRICK,WATERGATE POINTE,,,,CLOSED,"HALLWAY WALL, KITCHEN BACKSPLASH & DISHWASHER"
RENT2003-035,2020-03-13,VIOLATIONS,2020-08-05,MARY EMRICK,304 BURNSIDE ST**,020660905839902,,,CLOSED,2ND FLOOR SLIDING GLASS DOORS
RENT2003-034,2020-03-13,VIOLATIONS,,JENNIFER FERRACANE,973 WINDWHISPER LN,,,,,
RENT2003-033,2020-03-13,VIOLATIONS,2020-08-05,MARY EMRICK,409 SEVERN AVE,020600006718175,,,CLOSED,"CO DETECTOR, DOORS & GAS METER"
RENT1911-011,2019-11-06,VIOLATIONS,2020-01-24,MARY EMRICK,1305 TYLER AVE,020600000142124,,,CLOSED,CLOSET DOOR
RENT1911-018,2019-11-14,VIOLATIONS,2020-01-24,JENNIFER FERRACANE,109 MARKET ST**,020600004522400,,,CLOSED,REAR BACK SCREEN DOOR BROKE AND BEDROOM DOOR LOCK
RENT1911-017,2019-11-13,VIOLATIONS,2019-12-12,,6 CONSTITUTION AVE**,020600006204600,,,CLOSED,"(11/13/2019 7:38 AM JF)
LIGHTING AND GFCI AND BATHROOM FAUCIT"
RENT1911-017,2019-11-13,VIOLATIONS,2019-12-12,,6 CONSTITUTION AVE**,020600006204600,,,CLOSED,"(11/13/2019 7:38 AM JF)
LIGHTING AND GFCI AND BATHROOM FAUCIT"
RENT1911-015,2019-11-07,VIOLATIONS,2019-11-14,MARY EMRICK,50 STATE CIR**,020600006339875,,,CLOSED,TRASH
RENT1911-014,2019-11-06,VIOLATIONS,,MARY EMRICK,1311 TYLER AVE,,,,,MULTIPLE VIOLATIONS
RENT1911-014,2019-11-06,VIOLATIONS,,MARY EMRICK,1311 TYLER AVE,,,,,MULTIPLE VIOLATIONS
RENT1911-037,2019-11-26,VIOLATIONS,2020-01-30,JEANNETTE ROEDER,75 SPA RD,020681190030072,,,UNDER REVIEW,SMOKE DETECTORS
RENT1911-012,2019-11-06,VIOLATIONS,2020-03-12,MARY EMRICK,1355 TYLER AVE,020600000142124,,,CLOSED,MULTIPLE VIOLATIONS
RENT1911-021,2019-11-18,VIOLATIONS,2020-04-15,MARY EMRICK,932 WEST ST,020600004545825,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT1911-010,2019-11-06,VIOLATIONS,,ADAM KNIGHT,618 SKIPJACK CT,,,,,"Failure to Obtain Rental License, Smoke alarms"
RENT1911-010,2019-11-06,VIOLATIONS,,ADAM KNIGHT,618 SKIPJACK CT,,,,,"Failure to Obtain Rental License, Smoke alarms"
RENT1911-009,2019-11-06,VIOLATIONS,2019-12-06,MARY EMRICK,1327 TYLER AVE,020600000142124,,,CLOSED,VACANT UNIT - REHAB
RENT1911-008,2019-11-06,FAILURE TO OBTAIN,2019-11-15,MARY EMRICK,12 RANDALL ST,020600002429000,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT1911-007,2019-11-05,VIOLATIONS,2020-02-13,MARY EMRICK,701 GLENWOOD ST,020600090007801,,,CLOSED,MULTIPLE VIOLATIONS
RENT1911-006,2019-11-05,VIOLATIONS,2019-11-21,JENNIFER FERRACANE,805 TYLER AVE**,020628007784700,,,CLOSED,NEED TO REMOVE KEY LOCK FROM BACK DOOR
RENT1911-005,2019-11-04,VIOLATIONS,2019-12-19,ADAM KNIGHT,69 GENTRY CT,020626990009967,,,CLOSED,RENTAL INSPECTION
RENT1911-013,2019-11-06,VIOLATIONS,2019-12-06,MARY EMRICK,1337 TYLER AVE,020600000142124,,,CLOSED,MULTIPLE VIOLATIONS
RENT1911-028,2019-11-21,VIOLATIONS,2019-12-06,MARY EMRICK,1348 TYLER AVE,020600000142124,,,CLOSED,SMOKE/CO DETECTORS & 2ND FLOOR BATHROOM
RENT2001-028,2020-01-28,VIOLATIONS,2020-03-10,ADAM KNIGHT,210-D VICTOR PKW,020621290018232,,,CLOSED,Rental Inspection
RENT1911-035,2019-11-22,VIOLATIONS,2020-04-13,MARY EMRICK,193 CLAY ST**,020600003976120,,,CLOSED,FRONT EXTERIOR CONCRETE LANDING/STAIRS
RENT1911-034,2019-11-22,VIOLATIONS,2020-01-28,ADAM KNIGHT,"100 SEVERN AVENUE, # 504",020680790004492,,,CLOSED,Rental INspection
RENT1911-033,2019-11-22,VIOLATIONS,2019-12-19,JENNIFER FERRACANE,1210 MCKINLEY ST**,020611201580400,,,CLOSED,MULTIPLE VIOLATIONS
RENT1911-032,2019-11-21,VIOLATIONS,2020-01-17,MARY EMRICK,407 CHESAPEAKE AVE,020600090013606,,,CLOSED,TRASH ISSUE & UNLICENSED SHORT TERM RENTAL
RENT1911-031,2019-11-21,VIOLATIONS,2019-12-06,MARY EMRICK,1418 TYLER AVE,020600000142124,,,CLOSED,2ND FLOOR HALLWAY CEILING
RENT1911-019,2019-11-14,VIOLATIONS,2019-12-09,JENNIFER FERRACANE,121 MARKET ST**,020600005091800,,,CLOSED,"(11/14/2019 7:39 AM JF)
DRY VENT  PIPE NOT ATTACED REPAIR / REPLACE"
RENT1911-019,2019-11-14,VIOLATIONS,2019-12-09,JENNIFER FERRACANE,121 MARKET ST**,020600005091800,,,CLOSED,"(11/14/2019 7:39 AM JF)
DRY VENT  PIPE NOT ATTACED REPAIR / REPLACE"
RENT1911-029,2019-11-21,VIOLATIONS,2020-01-24,MARY EMRICK,1372 TYLER AVE,020600000142124,,,CLOSED,MICE INFESTATION - HOLES
RENT1911-020,2019-11-15,VIOLATIONS,2019-12-11,JENNIFER FERRACANE,1022 MONROE ST**,020600007243850,,,CLOSED,"INFESTAION, GFCI, STAIRS"
RENT1911-027,2019-11-21,VIOLATIONS,2020-01-24,MARY EMRICK,1342 TYLER AVE,020600000142124,,,CLOSED,1ST FLOOR BATHROOM
RENT1911-026,2019-11-19,VIOLATIONS,2019-12-20,ADAM KNIGHT,803 SKIPPERS LN,020695690235452,,,CLOSED,Rental Inspection
RENT1911-024,2019-11-19,VIOLATIONS,,ADAM KNIGHT,52 BELLE CT,,,,,Rental INspection
RENT1911-024,2019-11-19,VIOLATIONS,,ADAM KNIGHT,52 BELLE CT,,,,,Rental INspection
RENT1911-022,2019-11-19,VIOLATIONS,2019-12-09,JENNIFER FERRACANE,108 SOUTH ST,020600003064600,,,CLOSED,KITCHEN GFCI IS NEEDED ON BOOTH SIDES OF SINK
RENT1911-002,2019-11-01,VIOLATIONS,2020-02-20,MARY EMRICK,450 CAPTAINS CIR T4,020600006508970,,,CLOSED,SEWAGE BACKUP IN UNIT
RENT1911-030,2019-11-21,VIOLATIONS,2020-01-21,MARY EMRICK,1406 TYLER AVE,020600000142124,,,CLOSED,ENTRANCE DOOR THRESHOLD
RENT1910-024,2019-10-18,,2019-12-09,JOHN MENASSA,2 SILOPANNA CT,020682990029218,,,CLOSED,Distrubing the Peace
RENT1911-004,2019-11-04,FAILURE TO OBTAIN,,MARY EMRICK,38 FLEET ST,,,,,FAILURE TO OBTAIN RENTAL LICENSE
RENT1911-004,2019-11-04,FAILURE TO OBTAIN,,MARY EMRICK,38 FLEET ST,,,,,FAILURE TO OBTAIN RENTAL LICENSE
RENT1910-031,2019-10-24,FAILURE TO OBTAIN,2019-11-22,MARY EMRICK,3 WELLINGTON PL,020652590019856,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT1910-030,2019-10-23,VIOLATIONS,2019-11-20,ADAM KNIGHT,628 ISLAND CREEK COURT,020661090087168,,,CLOSED,Rental Inspection
RENT1910-029,2019-10-23,VIOLATIONS,2019-10-29,JENNIFER FERRACANE,210 KING GEORGE ST**,020600007495705,,,CLOSED,INTERIOR HANDRAIL
RENT1910-028,2019-10-23,VIOLATIONS,,MARY EMRICK,44-A MURRAY AVE,,,,,BASEMENT HANDRAIL & DRYER VENT PIPE
RENT1910-028,2019-10-23,VIOLATIONS,,MARY EMRICK,44-A MURRAY AVE,,,,,BASEMENT HANDRAIL & DRYER VENT PIPE
RENT1910-027,2019-10-22,VIOLATIONS,2019-12-11,JEANNETTE ROEDER,186 WOODS DR,020681500217050,,,CLOSED,"(10/22/2019 8:25 AM JR)
KITCHEN - THRESHOLD BROKEN, CRACKED - REPLACE"
RENT1910-027,2019-10-22,VIOLATIONS,2019-12-11,JEANNETTE ROEDER,186 WOODS DR,020681500217050,,,CLOSED,"(10/22/2019 8:25 AM JR)
KITCHEN - THRESHOLD BROKEN, CRACKED - REPLACE"
RENT1910-033,2019-10-24,VIOLATIONS,2019-12-23,JENNIFER FERRACANE,617 CHESAPEAKE AVE**,020600002046503,,,CLOSED,BASEMENT SMOKE DETECTOR & FRONT DOOR HANDEL
RENT1910-025,2019-10-21,VIOLATIONS,2019-11-01,MARY EMRICK,BAY RIDGE GARDEN APARTMENTS,020600000153950,,,CLOSED,COMMON HALLWAY LIGHTS
RENT1910-034,2019-10-24,VIOLATIONS,2019-11-21,JENNIFER FERRACANE,802 BAY RIDGE AVE**,020600004324600,,,CLOSED,"DEFECTIVE GFCI IN BATHROOM & KITCHEN, NO SMOKE / CO IN BSMNT"
RENT1910-023,2019-10-18,VIOLATIONS,2019-11-20,ADAM KNIGHT,1011 JACKSON ST**,020600007493500,,,CLOSED,Rental Inspection
RENT1910-022,2019-10-17,VIOLATIONS,2019-11-20,ADAM KNIGHT,1804 SCHOONER COURT,020661090015033,,,CLOSED,Rental INspection
RENT1910-021,2019-10-16,VIOLATIONS,,ADAM KNIGHT,49 HERITAGE COURT,,,,,Rental Inspection
RENT1910-021,2019-10-16,VIOLATIONS,,ADAM KNIGHT,49 HERITAGE COURT,,,,,Rental Inspection
RENT1910-020,2019-10-16,VIOLATIONS,2019-10-30,JENNIFER FERRACANE,2249 BAY RIDGE AVE,020600090037929,,,CLOSED,HARD WIRE SMOKES
RENT1910-019,2019-10-14,VIOLATIONS,2020-01-06,JENNIFER FERRACANE,1103 VAN BUREN DR**,020611204150950,,,CLOSED,"(10/14/2019 7:50 AM JF)
EXTERIOR AND INTERIOR"
RENT1910-019,2019-10-14,VIOLATIONS,2020-01-06,JENNIFER FERRACANE,1103 VAN BUREN DR**,020611204150950,,,CLOSED,"(10/14/2019 7:50 AM JF)
EXTERIOR AND INTERIOR"
RENT1910-018,2019-10-11,VIOLATIONS,2019-10-22,MARY EMRICK,1009 PRESIDENT ST,020600001512000,,,CLOSED,TRASH AND DEBRIS ON SIDEWALK
RENT1910-026,2019-10-21,FAILURE TO OBTAIN,2019-11-21,MARY EMRICK,12 FLEET ST,020600005035575,,,CLOSED,FAILURE TO OBTAIN RENTAL LICENSE
RENT1910-042,2019-10-29,VIOLATIONS,2020-01-23,ADAM KNIGHT,633 GREENBRIAR LANE,020628701697023,,,CLOSED,Rental Inspection
RENT1912-001,2019-12-02,VIOLATIONS,2019-12-23,JENNIFER FERRACANE,608 SECOND ST**,020600004113200,,,CLOSED,"(12/2/2019 7:22 AM JF)
MUST HAVE ELECTRIC HARDWIRED BATTERY BACKUP CO ALARM(S) OR SEALED, TAMPER RESISTANT LONG-LIFE (10 YEAR) BATTERY INSTALLED OUTSIDE OF EACH SLEEPING AREA AND ON EVERY LEVEL."
RENT1912-001,2019-12-02,VIOLATIONS,2019-12-23,JENNIFER FERRACANE,608 SECOND ST**,020600004113200,,,CLOSED,"(12/2/2019 7:22 AM JF)
MUST HAVE ELECTRIC HARDWIRED BATTERY BACKUP CO ALARM(S) OR SEALED, TAMPER RESISTANT LONG-LIFE (10 YEAR) BATTERY INSTALLED OUTSIDE OF EACH SLEEPING AREA AND ON EVERY LEVEL."
RENT1911-001,2019-11-01,VIOLATIONS,2020-02-20,MARY EMRICK,450 CAPTAINS CIR T3,020600006508970,,,CLOSED,SEWAGE BACKUP IN UNIT
RENT1910-048,2019-10-30,VIOLATIONS,2019-12-12,JEANNETTE ROEDER,BAY RIDGE GARDEN APARTMENTS,020600000153950,,,CLOSED,EXTERIOR LIGHTS
RENT1910-047,2019-10-29,VIOLATIONS,2019-12-09,JENNIFER FERRACANE,5 SOUTHGATE AVE,020600009149200,,,CLOSED,"(10/29/2019 12:31 PM JF)
2 SETS OF BUNK BEDS ONE MUST BE REMOVED"
RENT1910-047,2019-10-29,VIOLATIONS,2019-12-09,JENNIFER FERRACANE,5 SOUTHGATE AVE,020600009149200,,,CLOSED,"(10/29/2019 12:31 PM JF)
2 SETS OF BUNK BEDS ONE MUST BE REMOVED"
RENT1910-046,2019-10-29,VIOLATIONS,2020-02-04,JENNIFER FERRACANE,406 ADAMS ST**,020600090038528,,,CLOSED,FRONT DOOR NEEDS TO HAVE THE KEY LOCK REPLACED WITH A THUMB
RENT1910-032,2019-10-24,VIOLATIONS,2019-12-20,MARY EMRICK,417 FOURTH ST,020600007243900,,,CLOSED,CHIMNEY & EXTERIOR OF STRUCTURE
RENT1910-043,2019-10-29,VIOLATIONS,2020-01-14,ADAM KNIGHT,138 BRIGHTWATER DRIVE,020602590089917,,,CLOSED,Rental Inspection
RENT1911-003,2019-11-01,VIOLATIONS,2019-11-21,MARY EMRICK,132 ARCHWOOD AVE,020600000190300,,,CLOSED,MULTIPLE VIOLATIONS
RENT1910-040,2019-10-29,VIOLATIONS,2020-02-03,ADAM KNIGHT,219 S SOUTHWOOD AVENUE,020655101878425,,,CLOSED,Rental Inspection
RENT1910-039,2019-10-28,VIOLATIONS,2020-01-07,JENNIFER FERRACANE,1210 PRESIDENT ST**,020611208984300,,,CLOSED,FRONT EXTERIOR HAND RAIL
RENT1910-038,2019-10-28,VIOLATIONS,2019-12-09,JENNIFER FERRACANE,107 SHILEY ST**,020600003988795,,,CLOSED,NO VISIABLE ADDRESS NUMBERS
RENT1910-037,2019-10-25,VIOLATIONS,2019-11-18,MARY EMRICK,8 CORNHILL ST**,020600090038970,,,CLOSED,COMBINATION SMOKE/CO DETECTORS
RENT1910-036,2019-10-25,VIOLATIONS,2019-12-10,MARY EMRICK,33 DEAN ST**,020600002805280,,,CLOSED,BATHROOM SUBFLOOR
RENT1910-035,2019-10-25,VIOLATIONS,2020-02-04,JENNIFER FERRACANE,20 CHESTON AVE**,020600000700700,,,CLOSED,EXTERIOR
RENT1910-044,2019-10-29,VIOLATIONS,2019-10-30,JENNIFER FERRACANE,415 SEVERN AVE**,020600006178960,,,CLOSED,UNIT 2 BATHROOM GRCI DOSENT FUNCTION PROPERLY
RENT2001-008,2020-01-07,VIOLATIONS,2020-02-07,ADAM KNIGHT,1611 VIRGINIA ST,020655190023803,,,CLOSED,Rental Inspection
RENT2001-007,2020-01-06,VIOLATIONS,2020-01-17,MARY EMRICK,407 CHESAPEAKE AVENUE,020600090013606,,,CLOSED,EXTRA BED & EXTERIOR STAIR
RENT2001-006,2020-01-06,VIOLATIONS,2020-02-11,MARY EMRICK,512 1/2 FOURTH ST,020600008898400,,,CLOSED,CARBON MONOXIDE DETECTORS/SMOKE HANGING
RENT2001-005,2020-01-03,FAILURE TO RENEW,2020-01-29,MARY EMRICK,6 FORD CIR**,020601007999475,,,CLOSED,FAILURE TO RENEW
RENT2001-004,2020-01-03,FAILURE TO RENEW,2020-01-29,MARY EMRICK,905 CARROLLTON AVE**,020600003575600,,,CLOSED,FAILURE TO RENEW
